Name,Code,Altitude,Easting,Northing,Subregion,Region,Description,Longitude,Latitude
Cota 451,451,951.0,401817.0,4604914.0,La Plantació,Magdalenes,Son dues roques que es troben entre l’agulla Torres Homet (cota 449) i l’agulla de la Plantació. La cota 450 està al costat de l’agulla Torres Homet i la 451 al costat de l’agulla de la Plantació.,1.8220107947644542,41.58989145946653
Cota 453,450,983.0,401834.0,4604869.0,La Plantació,Magdalenes,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.,1.8222220840448893,41.58948830561541
Cota 454,455,973.0,401823.0,4604877.0,La Plantació,Magdalenes,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.,1.8220888251148644,41.58955899693924
Cota 455,455,964.0,401806.0,4604880.0,La Plantació,Magdalenes,Es un petit serrat paral·lel al que es troba en la part superior de la Plantació que va des de l’agulla de la Plantació fins a la Torres Homet. La cota 455 està a l’oest del Barretet; la cota 454 està entre la 455 i la 453; i aquesta última està a l’oest de la Triple i sota de la Torres Homet.,1.8218844121944502,41.58958392351318
Cota 462,462,876.0,401544.0,4604944.0,Pollegons,Magdalenes,Del serrat dels Pollegons surt una petita carena al peu de la roca Esperança en direcció a la canal de l'Artiga Alta. La primera cota d'aquesta carena és la 462.Es troba en el que avui s'anomena Trió Oest,1.8187311127685415,41.59012801794358
Cota 462 A,462A,875.0,401517.0,4604895.0,Pollegons,Magdalenes,"Del serrat dels Pollegons surt una petita carena al peu de la roca Esperança en direcció a la canal de l'Artiga Alta. La primera cota d'aquesta carena és la 462 i la següent, més al sud, és la cota 462A. Es troba en el que avui s'anomena Trió Oest",1.818415282041703,41.58968342514819
Cota 462 B,462 B,820.0,401319.0,4604676.0,Pollegons,Magdalenes,"Agulla situada a l’extrem sud del serrat dels Pollegons, quasi al seu final, al damunt de la canal Fosca. És un gran pedró que en Ramon de Semir l'utilitzà com a índex geodèsic, varis turons cauen aplomats més al sud.",1.8160762308304876,41.58768680864483
Cota 467 B (Artiga Alta),467B,783.0,401381.0,4604464.0,Pollegons,Magdalenes,"Agulla situada al final de la carena de l'Artiga Alta, en la seva part sud, després de diversos turons i en paral•lel a la canal de l’Artiga Baixa . Aquesta agulla cau verticalment sobre la plana.  Aquesta agulla està més al sud que la roca del Tinter. Fo",1.8168547817830294,41.5857853218247
Cota 471 (Els Estalvis del Porró),471,910.0,401734.0,4604762.0,La Plantació,Magdalenes,Es troba sobre i a l’esquerra de la dels Col·leccionistes i sota la roca del Porró. És una roca que té aspecte de flam per la seva àmplia base. Tot i que en Josep Barberà no li dóna cap nom actualment es coneix amb el nom d’Estalvis del Porró.,1.8210400795185768,41.58851243163643
Cota 474,474,892.0,402589.0,4603984.0,Sant Joan,Magdalenes,És la roca més alta de la part inferior de la serra de Sant Joan que arriba fins al camí de les Bateries.,1.8314223493866282,41.581610918711725
Cota 474B,474 B,857.0,402721.0,4603814.0,Sant Joan,Magdalenes,"Darrera roca de la serra de Sant Joan, es tracta d'un turó situat damunt el camí de les Bateries",1.8330331185351492,41.58009607348709
Cota 493,493,927.0,402957.0,4604966.0,Santa Cova,Magdalenes,,1.8356772461752473,41.590499056779436
Cota 494,494,876.0,403029.0,4605023.0,Santa Cova,Magdalenes,,1.8365317135556396,41.59102111179646
Cota 495,495,925.0,402747.0,4605000.0,Les Gorres,Magdalenes,"Pel camí que va de l’estació superior de Sant Joan a Sant Jeroni, immediatament abans d’arribar a la cruïlla del camí que mena al Pla deis Ocells, hi ha una carena que davalla vers el NE. i que va a parar pròpiament al coll de la roca 495.",1.8331526520242667,41.5907797004054
Cota 499,499,658.0,403933.0,4603956.0,Serra Llarga,Magdalenes,És el primer turó d’aquest tram de la Serra Llarga que es troba cap al sud des del coll de la Fita. En aquest coll es trobe el camí que ve de Sant Miquel i el que uneix la Santa Cova amb Collbató.,1.8475467855316223,41.58152149118993
Cota 499 D,499 D,630.0,404160.0,4603853.0,Serra Llarga,Magdalenes,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.,1.8502858833178222,41.58062118472648
Cota 499 E,499 E,635.0,404160.0,4603864.0,Serra Llarga,Magdalenes,Aquestes agulles apareixen en la cresta de la Serra Llarga després de la cota 499 C en direcció sud. La darrea cota F és la que està més al sud i cau sobre la carretera de Collbató completament aplomada.,1.8502841260702718,41.580720245339585
Cota 499 F,499 F,613.0,404229.0,4603822.0,Serra Llarga,Magdalenes,,1.8511184084408716,41.58035028716674
Cota 499 G – Serrat de les Garrigoses,499 G,766.0,402751.0,4603433.0,Boirafua,,"En el camí de les Bateries es troba el coll de les Garrigoses. Cal baixar-hi i pujar el primer turó que trobem, que és la cota 499 H.",1.8334546814492612,41.576668644949706
Cota 499 I – Serrat de les Garrigoses,499 I,770.0,402897.0,4603279.0,Boirafua,,"Des del cim del turó més elevat del serrat de les Garrigoses, baixem en direcció SE. i anem a parar en un coll des del qual ascendim aquesta roca i més avall hi ha un turó, el darrer de la serra.",1.8352305882903772,41.57529955648061
Cota 499C – Cap de les Canals,499 C,625.0,404093.0,4603973.0,Serra Llarga,Magdalenes,,1.8494631110427509,41.58169380632026
Cota 517,517,1.064,402325.0,4605439.0,Monestir o sant Benet,,Es la roca que segueix a la mateixa carena ascendent des de la Panxa a la roca de Sant Salvador després de la cota 518.,1.828018970922938,41.59468158663864
Cota 518,518,1.066,402294.0,4605391.0,Monestir o sant Benet,,Està a la mateixa carena ascendent que puja de la Panxa del Bisbe en direcció a la roca de Sant Salvador. Es troba després de la cota 519.,1.8276549062763894,41.59424553465871
Cota 519,519,1.036,402277.0,4605339.0,Monestir o sant Benet,,"Per la cara nord de la Panxa del Bisbe neix una petita carena que acaba en la roca de Sant Salvador. La primera roca, veïna de la Panxa del Bisbe, és la cota 519. Actualment es coneix com agulla Tamburini.",1.8274594453224373,41.593775173043745
Cota 540,540,995.0,402746.0,4605671.0,Flautats,Sant Salvador,Es l’última agulla dels Flautats per la part est i forma colla amb la cota 507.,1.8330318108228352,41.59682222544851
Cota 541,541,1.003,402746.0,4605661.0,Flautats,Sant Salvador,Es l’última agulla dels Flautats per la part est i forma colla amb la cota 507.,1.8330334332059215,41.596732171148254
Cota 558,558,1.044,402547.0,4605719.0,Flautats,Sant Salvador,Al peu de la Punxa hi ha una petita caren descendent vers el nord. Les dues primeres roques d’aquest carena són les cotes 558 i 559.,1.8306366485319052,41.59723022569837
Cota 559,559,1.021,402535.0,4605736.0,Flautats,Sant Salvador,Al peu de la Punxa hi ha una petita caren descendent vers el nord. Les dues primeres roques d’aquest carena són les cotes 558 i 559.,1.8304899222211743,41.597381853334554
Cota 568,568,912.0,402154.0,4606005.0,Cavall Bernat,Sant Salvador,Agulla del serrat de les Barretines al costat de la Barretina petita en la seva vessant nord est.,1.8258752053846488,41.59975771458488
Cota 571,571,905.0,402143.0,4606010.0,Cavall Bernat,Sant Salvador,"Aquesta cota es troba en el serrat de les Barretines seguint avall sota la cota 572, a la part esquerra i abocada al torrent. Un mica més avall hi ha la roca del Projectil i al mig de les dues, l'agulla Despistada.",1.82574241876337,41.59980139359142
Cota 572,572,908.0,402152.0,4606013.0,Cavall Bernat,Sant Salvador,"Desprès de la Barretina Petita, per la part baixa i seguint la mateixa direcció nord est del serrat de les Barretines es troba un turó, la cota 568 i  a continuació la cota 572.",1.8258499047566084,41.59982951272212
Cota 574,574,1.058,402163.0,4605761.0,Cavall Bernat,Sant Salvador,Agulla del serrat de les Lluernes propera a l’agulla del Consol en la seva vesant nord. És un turó rocós.,1.8260230082760303,41.59756149869873
Cota 590,s/n,661.0,403509.0,4605355.0,Mullapans,Sant Salvador,"Des de l’esplanada de l’aparcament de cotxes, es davalla per una carena entre roquissers formada per varis turons.",1.8422362413465394,41.59406905734095
Cota 88,88,1.021,398755.0,4607104.0,Bola,,Al costat de l'Agulla de la Carnavalada per la vessant nord,1.7849111364938433,41.60923075684883
Cota 89,89,970.0,398753.0,4606989.0,Bola,,Aquesta roca es troba entre la cota 77 i la Bitlla,1.7849065737701952,41.6081948990035
Cresta Plana,177-176,958.0,398973.0,4606684.0,Centenar,Frares Encantats,És la roca final de la petita carena que neix més amunt en l’agulla Amagada. Pel seu peu passa el camí que va des del pas de la Portella al Montgròs.,1.787597713909605,41.60547616637806
Creu de la Bauma del Penitent,s/n,939.0,402107.0,4604215.0,Sant Pere,Magdalenes,,1.8256035717226962,41.583632263471934
Eco central,246,1.18,400452.0,4606551.0,Ecos,Sant Jeroni,,1.80536521666403,41.604464252002664
Eco del Mig,202,1.223,400521.0,4606545.0,Ecos,Sant Jeroni,"És l’elevació menys individualitzada de totes les cotes dels Ecos. En Josep Barberà la identifica només com a cota 202, mentre que David Hita la denomina Eco del Mig. La primera ascensió la fe Lluís Estasen i Joan Giménez el 14 de maig de 1922",1.8061940805250603,41.60441882068124
Eco Occidental,245,1.2,400468.0,4606564.0,Ecos,Sant Jeroni,"Aquest cim, juntament amb el que està situat al seu costat de llevant formen una parella de similars característiques. En Josep barberà només la identifica com a cota 245",1.8055550266347105,41.6045833161628
Eco petit,244,1.174,400450.0,4606553.0,Ecos,Sant Jeroni,És la roca més petita de tot el conjunt dels Ecos. Esta enganxada a la paret oest de l’Eco Occidental. En Josep barberà la identifica com a cota 244,1.8053408882369835,41.604482013275245
El Barret,143,1.075,399439.0,4607099.0,Frares,Frares Encantats,Aquesta agulla està a continuació de la roca 182. El camí dels Frares Encantats passa per la seva vessant nord.,1.7931192235376114,41.60927219397648
El Barretet,456,972.0,401790.0,4604885.0,La Plantació,Magdalenes,"Es la roca mes alta de la carena que es troba en la zona oest de la Plantació i que comença amb l’agulla de la Plantació i acaba amb l’Oblidada passant pels Estalvis del Porró. Per en Josep Barberà, la més esvelta de tota la secció, cas apart de la roca de la Mamella. Forma un coll amb la cota 455. La part superior del Barretet té forma de bola amb una important balma per la banda oest.",1.821691666978875,41.589626983482546
El Bestiari Musical,s/n,684.0,402144.0,4603501.0,Boirafua,,"Roca situada al nord i a tocar del Llençol, molt apreciada per fer escalada esportiva",1.826163820104643,41.57720691670081
El Bisbe,136,1.123,399366.0,4607291.0,Frares,Frares Encantats,Aquesta agulla forma part de la paret nord de Montserrat. És veïna del Lloro. Per la seva cara nord presenta una de les muralles més impressionants d'aquesta muntanya.,1.7922110488010572,41.61099200704047
el Bitllot,162,988.0,399435.0,4606681.0,Mranda del Príncep,,A la mateixa carena que des de pas de Príncep va a la Miranda del Príncep,1.7931413894956583,41.6055074817275
El Boletet,s/n,871.0,399381.0,4606005.0,Roca Roja,Ecos,"No és una roca de grans proporcions. Està adosada a la vessant sud-oest de la cota 273 dels serrat del Cabrit i la trobem en el tram que hi ha entre aquesta i la roca del Musclet, baixant a la dreta i en el mateix serrat. Josep Barberà la pujà per primera vegada el 12 d’abril de 1970.",1.792606985447935,41.59941310225158
El Braguer,336,1.12,4011205.0,4606083.0,Albarda,Sant Jeroni,"Agulla anomenada així per en Josep Barberà en el seu llibre Montserrat pam a pam. Està situada al costat de la Desgraciada. Actualment, algunes persones l'anomenen el Tornillo.",40.700045136915094,35.063046379744826
El Broc del Setrill,91,1.0,398858.0,4606974.0,Bola,,"Per sobre la Màquina de Tren i entre aquesta i el Setrill es troba una agulla que, per seva llarga punxa, s’anomena Broc del Setrill.",1.7861689681064312,41.608073130871134
El Càntir,335,1.068,401125.0,4606021.0,Albarda,Sant Jeroni,"És l'última roca del grup de l'Albarda, és la que està més al sud",1.8135273854121008,41.59977504529921
El Cap de Guerrer,60,974.0,398770.0,4606901.0,Bola,,Pujant des de la Roca de la Partió cap al nord es troba aquesta roca.,1.7851254202120261,41.60740459250184
El Caputxó d’en Semir,126,1.044,399150.0,4607212.0,Centenar,Frares Encantats,,1.7896325162664968,41.61025332865702
El Carbassó,42,1.032,398585.0,4607081.0,Saques,Agulles,Es troba a l’Est de la Saca Gran i al damunt del Pedestal del Martell.,1.7828752225628657,41.609002055828455
El Cargolet,s/n,881.0,403021.0,4604974.0,Santa Cova,Magdalenes,Espoló marcat al costat de la Granota i per sota de l'espoló d'en Rcihard en una carena de roques que davallen al damunt del camí de Sant Miquel,1.8364436725558764,41.59057887344098
El Carquinyoli,192,1.082,399206.0,4607238.0,Centenar,Frares Encantats,"Petita roca penjada la paret N. del Serrat del Centenar. Cal baixar per una canal entre el Queixal i el serrat esmentat, sortint des del coll amb molta precaució i encordats; deixant dita canal i per dintre vegetació es va a buscar una canaleta que porta",1.790300090397091,41.61049453909872
El Cavall Bernat,548,1.111,401892.0,4606112.0,Cavall Bernat,Sant Salvador,"De totes les agulles de Montserrat, el Cavall Bernat és la més coneguda i destacada. Aquesta monòlit s’aboca al damunt de la muralla nord del massís amb una paret de 245 metres mentre que en l’altra vessant, la serra de Lluernes, només té 60 metres de des",1.8227144008280691,41.60068914333761
El Cigronet,344,1.065,401501.0,4605985.0,Albarda,Sant Jeroni,"Aquesta roca esta emplaçada sobre mateix del camí que va de sant Joan a Sant Jeroni i abans d'arribar al serrat del Puntal de l'Albarda. D'aspecte capriciós, al capdamunt un merlet arrodonit li dóna el nom",1.818044272215604,41.599497322339275
el Cilindre,239,1.096,400155.0,460636.0,Naps,Ecos,,2.1003927363708375,4.166929368783068
el Cor de Be,267,1.025,399781.0,4607093.0,Comes,Ecos,,1.797223861711358,41.6092611742499
El Dàtil,43,999.0,398614.0,4607064.0,Saques,Agulles,Aquesta agulla es troba al damunt mateix de torrent de les Boïgues o canal dels Cirerers i sota el Martell. Cal advertir que en algunes cartografies s’ha invertit la localització d’aquesta agulla amb la Roca de les Heures.,1.7832260654269154,41.60885265050529
El Dau d’Agulles,16,899.0,398386.0,4606594.0,Els Pallers,Agulles,"El Dau d’Agulles, se li dóna aquest nom per diferenciar-lo del Dau del Monestir. És una roca cúbica de no masses dimensions, 19 metres d’alt. Aquesta agulla està propera a la Miranda de la Portella. Tot i que el seu nom es el Dau es freqüent nomenar-la ta",1.7805700517420737,41.604591195450844
El Dit,140,1.061,399380.0,4607087.0,Frares,Frares Encantats,Considerada durant molts anys com la roca més difícil de Montserrat pels seus 40 metres d’escalada en lliure. Es troba al costat de la canal del Lloro i el camí de la travessa dels Frares Encantats quan arriba a la seva proximitat fa un gir de 90º per dir,1.792413303001748,41.609156695626076
El Dit xic,141,1.051,399362.0,4607082.0,Frares,Frares Encantats,Al costat del Dit per la part de ponent i separada d'aquesta agulla per una bretxa on passa el camí que baixa del Lloro.,1.7921981628675785,41.6091094000706
El Ditet,179,1.04,399396.0,4607054.0,Frares,Frares Encantats,Aquesta agulla és veïna del Dit de la qual està lleugerament separada. Baixant pel cami del Lloro aquesta agulla queda a l'esquerra un cop passat el Dit.,1.7926108269856202,41.60886153812233
El Faraó o Roca del Mig,258,947.0,399883.0,4605751.0,Faraó,,"Coneguda abans pel nom d’agulla del Mig. El Faraó és la roca que presideix aquesta zona del vessant sud massís montserratí. Té una silueta molt fàcil de distingir. La primera ascensió fou feta per Estorach, Esquerda i Salvador l’any 1947.",1.7986719587201747,41.59718885116397
El Faraonet,s/n,872.0,399857.0,4605678.0,Faraó,,Roca de petites dimensions situada sota la roca del Faraó per la seva part sud a la qual resta unida.,1.7983722396411383,41.59652820294624
El Fesolet,504,1.129,402507.0,4605611.0,Flautats,Sant Salvador,"Agulla situada en la carena dels Flautats, queda al damunt de la Mòmia i forma coll amb la roca del Moro Joan (Fesolet inferior).",1.8301743393200454,41.59625275780485
El Frare Gros,146,1.144,399501.0,4607190.0,Frares,Frares Encantats,És l'agulla més de la regió dels Frares Encantats. Presenta una important paret per la cara nord i per la seva part sud forma una estreta bretxa amb les roques 152 (Cristobalita Superior) i 151 (Cristobalita inferior) per on passa el camí de la travessa d,1.793847890430397,41.61009948300293
El Gallaret,67,990.0,398967.0,4607330.0,Bola,,És un petita agulla integrada en la petita carena de la Roca Forada i propera a l’Escorpí.,1.7874167831592325,41.611292806810326
El Gat,s/n,763.0,402858.0,4603318.0,Boirafua,,Curiosa formació que es troba en el darrer coll del serrat de les Garrigoses després de la canal del Xacó,1.834756555495691,41.575646030142025
El Gat Petit,s/n,1.041,402512.0,4605352.0,Monestir o sant Benet,,"Petita agulla al nord del Gat, entre aquest i el contrafort de la Prenyada.",1.8302764398712157,41.59392096344426
El Gegant Encantat,303,1.175,400897.0,4606404.0,Sant Jeroni,Sant Jeroni,"És una de les roques més belles de Montserrat, tant per la seva forma característica.",1.8107286813208556,41.60319582937181
El Gendarme,125,1.05,399116.0,4607245.0,Centenar,Frares Encantats,Està situada a la part nord de l'agulla Sens Nom i forma part de la muralla de la pared nord del massís.,1.7892189899522366,41.61054620590772
El Gendre,s/n,820.0,401762.0,4604590.0,La Plantació,Magdalenes,Promontori situat entre la Fills Alta i la Filla Baixa. Bon mirador.,1.8214041194344204,41.586966945655405
El Gep Llarg,26,978.0,398503.0,4606926.0,Saques,Agulles,Situada al costat est dels Merlets amb la qual forma un petit collet.,1.7819175785222565,41.60759582075426
El Gerro,1,711.0,398480.0,4605809.0,Els Pallers,Agulles,És una roca que té un pont natural al costat sud-oest que sembla la nansa d’un gerro. Aquesta agulla s’hi arriba per un camí que baixa des de la Tisoreta en direcció al camí del Vermell del Xincarró.,1.7818308350595322,41.59753402877663
El Llençol,s/n,670.0,402139.0,4603466.0,Boirafua,,Gran roca situada al costat oest de la roca Llisa. Enfront mateix té un extrem la drecera dels Graus que baixa cap al poble de Collbató.,1.82610956256186,41.5768911140549
el Lloro,139,1.13,399402.0,4607242.0,Frares,Frares Encantats,És una de les roques més originals de la muntanya per la característica silueta que li ha donat el nom i que sobresurt de totes les veïnes pel seu desplom acusat. Té una situació privilegiada. Tot essent propera a la muralla de la paret nord de la muntany,1.7926512500238692,41.61055528654922
El Martell,35,1.018,398558.0,4607048.0,Saques,Agulles,Aquesta agulla es troba sota de la Saca Gran,1.7825568421681242,41.608701451950594
El Melindro,s/n,1.08,399269.0,4607256.0,Centenar,Frares Encantats,"Un roca molt poc coneguda però força interessant, situada sota la Boleta Foradada i que gairebé és un contrafort del seu basament.",1.791053009080802,41.61066458697972
El Merlet de la Torta,76,1.035,398951.0,4607186.0,Bola,,,1.7872490857087031,41.60999402415051
El Montcau (Roca del Moro),331,1.206,401315.0,4606437.0,Sant Antoni,Sant Jeroni,També és anomenada aquesta roca com la Roca del Moro o del Migdia. Un coll la uneix amb el Mirador del Moro.,1.8157383629273967,41.603544782391204
El Morro Pla,129-112,1.088,399184.0,4607142.0,Centenar,Frares Encantats,Aquesta agulla es troba tot seguit a l’Elefant petit seguint el camí de la travessa dels Frares Encantats en direcció cap a la canal Ampla. El camí voreja quasi tota la cara nord i oest d’aquesta agulla. En aquesta vessant es troba un pi que té tres branq,1.7900522655768267,41.609627254896296
El Musclet,274,886.0,399366.0,4605929.0,Roca Roja,Ecos,"És el primer monòlit que es troba a continuació de la roca 273, tot devallant cap al sud per la carena del serrat del Cabrit. Aquesta roca està situada al final del serrat del Cabrit. De fet, el Musclet barra pràcticament aquest serrat. A la paret nord hi una fissura que ratlla la roca de dalt a baix i li dóna l’aspecte de mol·lusc bivalve. La primera ascensió fou efectuada per R.Bassols, L. Padró i Domingo Nart el 21 de juny de 1959.",1.7924397891601558,41.59872680963129
El Nas,184,1.067,399559.0,4606993.0,Frares,Frares Encantats,Agulla unida a l'Enclusa dels Frares pel seu coll superior. Segueix la mateixa carena,1.7945768657784273,41.608332742314495
El Novici,183,1.047,399593.0,4607128.0,Frares,Frares Encantats,És la última roca d'una cresta descendent que s'inicia en el Frare Gros. Es troba a la dreta del camí ascendent de la travessa de la regió dels Frares Encantats que s’inicia a coll de Port. Mirant la cara nord és una agulla que està l’est abocada damunt d,1.79496219729774,41.609552733388064
El Pallaso,487,632.0,403510.0,4604932.0,Santa Cova,Magdalenes,,1.8423163095669748,41.59025986568726
El Patufet,215,1.168,400452.0,4606329.0,Montgròs,Sant Jeroni,"A la part sud d'una carena descendent dels Ecos, es troba aquesta roca.",1.8054020954503225,41.60246506879671
El Patufet,215,1.168,400452.0,4606329.0,Montgròs,Sant Jeroni,"A la part sud d'una carena descendent dels Ecos, es troba aquesta roca.",1.8054020954503225,41.60246506879671
El Pebrot,533,1.069,402666.0,4605636.0,Flautats,Sant Salvador,"És la roca més alta de la carena que puja des de l’ermita de la Santíssima Trinitat vers els Flautats. Presenta dos colls, el del més al nord, el forma amb els Flautats i el del sud amb el Sereno.",1.8320777512051185,41.59649728868996
El Pepino,171,1.046,399465.0,4606847.0,Frares,Frares Encantats,Roca situada a l'oest de l'agulla del Rei i veïna pel nord amb  l'agulla de la Princesa.,1.7934734828207446,41.60700613771845
El Periquito,s/n,999.0,398858.0,4607087.0,Bola,,Contrafort de l'Ou. S'hi arriba pujant una canal entre la Màquina de Tren i la Bitlla. El nom fou donat pels germans Masó.,1.7861498910104097,41.60909072503259
El Pinetell  (possible),s/n,576.0,402639.0,4603164.0,Boirafua,,,1.8321551025683602,41.57423253855911
El Pingüí,79,1.002,398685.0,4607038.0,Saques,Agulles,Por sota de la Bessona superior i separada per un petit collet es troba el Pingüí.,1.7840823771283727,41.60862752866406
El Pito del Sereno,535,1.006,402721.0,4605616.0,Flautats,Sant Salvador,Agulla esvelta i allargassada que és la primera d’una carena situada a la part nord de l’ermita de la Santíssima Trinitat en direcció als Flautats i a la dreta d’una canal que acaba a l’ermita.,1.8327408165191823,41.59632388181432
El Projectil,570,919.0,402166.0,4606035.0,Cavall Bernat,Sant Salvador,"El nom d’aquesta roca és oportú perquè realment sembla un obús. És la darrera roca del serrat de les Barretines,",1.8260142760273685,41.600029347037044
El Puntxonet,s/n,860.0,402984.0,4604116.0,Sant Miquel,Magdalenes,,1.8361386230380283,41.582847699372834
El Punyalet,s/n,970.0,398493.0,4606998.0,Saques,Agulles,És una petita agulla situada al nord de l'agulla Peluda,1.7817853941816282,41.60824292684362
El Queixal,131,1.06,399147.0,4607176.0,Centenar,Frares Encantats,Agulla solitària situada al nord de la Nana i en direcció a la muralla de la paret nord de la regió de Frares Encantats..,1.7896025797714121,41.60992875999387
El Rave,439,934.0,401782.0,4605057.0,Bellavista,Magdalenes,"Estranya agulla que té una forma ben singular per tractar-se d'una gran roca sobre una estreta base. Aquesta roca està a l’est del coll dels Pollegons, a continuació de la roca de la Campana, de la qual és pràcticament veïna. Constitueix una de les roques més interessants per als escaladors, a causa de la seva colossal balma o sostre.",1.8215675312791553,41.59117492917171
El Sabre,s/n,972.0,398480.0,4606981.0,Saques,Agulles,Aquesta agulla es troba en la muralla occidental de la paret d’Agulles contraposada a l’agulla la Peluda de la qual està separada per un fissura que va obrint-se de baix cap a dalt.,1.7816322920563659,41.60808818450869
El Senatxo,33,1.008,398509.0,4607026.0,Saques,Agulles,Amb aquesta agulla ja comença clarament la paret nord de la regió d’Agulles. La part nord d’aquesta agulla té una alçada considerable mentre que per la vessant est té molt poc alçada. La part superior d'aquest agulla és plana,1.7819726296975114,41.608497108097026
El Sentinella,437,1.007,401943.0,4605066.0,Bellavista,Magdalenes,"Curiosa agulla. S’aixeca com un torre cap el cel. Queda a la part sud de la Serra de les Paparres, per tant sota aquest serrat. Està formada per dues agulles unides per la base: el Sentinella, que és la més alta, i al seu costat hi una agulla esvelta anomenada el Fusell.",1.8234973666309668,41.59127575943612
El Sentinelleta,s/n,1.106,400958.0,4606294.0,Sant Jeroni,Sant Jeroni,"A la part oposada de la canal que porta a la roca de l'Ampolla hi ha la del Sentinella, curiosa roca que té una petita agulla adossada (és el ""fusell"" del Sentinella). No sobrepassa els 15 metres d’alçada.",1.8114787312153313,41.602212810234704
El Sereno,534,1.036,402695.0,4605626.0,Flautats,Sant Salvador,Aquesta agulla és veïna del Pito del Sereno per la seva part nord en la carena que puja des de Trinitats als Flautats.,1.832427279356123,41.596410768508775
El Setrill,85,1.016,398859.0,4607002.0,Bola,,"Al costat mateix el Broc del Setrill hi ha una gran roca arrodonida que, integrada, amb l’anterior agulla adopta la forma d’un setrill. La petita bretxa que hi ha entre el Broc del Setrill i el Setrill és una de les escalades lliures de Montserrat amb més",1.7861762398416199,41.6083254048177
El Talp,170,1.064,399353.0,4607159.0,Frares,Frares Encantats,"No és res més que un contrafort de la Monja per la cara sud. Està al mateix nivell que la Patata i el Tub, però a l’altra banda del torrent del Lloro.",1.792077236518613,41.60980167161985
El Timbaler del Bruc,2,742.0,398562.0,4605807.0,Els Pallers,Agulles,"Aquesta roca es troba a la mateix nivell que el Gerro, però a l’altra cantó de la cinglera en la seva vessant est.",1.7828149026358793,41.59752643864897
El Tub de la Patata,172a,1.041,399380.0,4607143.0,Frares,Frares Encantats,Aquesta agulla està adossada per la vessant sud a la Patata al peu del camí que porta al Lloro.,1.792403897257915,41.609660991169875
Els Ecos (204),204,1.209,400489.0,4606560.0,Ecos,Sant Jeroni,,1.80580765110864,41.60454991265949
Els Frares Encantats – El Frare Amadeu,150,1.088,399569.0,4607143.0,Frares,Frares Encantats,,1.7946717071527913,41.609684793371926
Els Frares Encantats – El Frare Cirili,147-148-149,1.125,399552.0,4607141.0,Frares,Frares Encantats,,1.794468059490356,41.60966464369563
Els Merlets,24-25,970.0,398484.0,4606930.0,Saques,Agulles,"Abans de continuar amb la paret Nord de la regió d’Agulles a la dreta de l’agulla de Sol Ponent, en direcció a l’Est,s’estenen una sèrie d’agulles. La primera d’elles són els Marlets.",1.7816889281811905,41.60762942574733
Els Ous del Faraó,289,940.0,399927.0,4605786.0,Faraó,,Es tracta d’un monòlit amb dues carcaterístiques roques arrodonides en el seu cim. Es troba en sobre la carena que domina l’agulla del Faraó i damunt mateix de la roca esmenetada del Mal Pas.,1.799193970704303,41.59750955245119
Ermita de Santa Caterina,s/n,977.0,402190.0,4604474.0,Sant Pere,Magdalenes,,1.8265568654980386,41.58597483491058
Espatlla de la Vista,s/n,1.014,399705.0,4607139.0,Comes,Ecos,Roca extensa i plana situada entre l'agulla Vista i el coll de Port,1.7963042417224986,41.60966587205227
Esperó d’en Richard,s/n,891.0,403016.0,4604988.0,Santa Cova,Magdalenes,Espoló de grans parets verticals  al damunt de la Granota i veïna de l'espoló anomenat el Cargolet,1.8363814300076007,41.59070434265968
Fals Ou,s/n,870.0,401832.0,4604657.0,La Plantació,Magdalenes,Gran roca situada a tocar del torrent dels Llores i sota la cota 475.,1.8222327965369882,41.58757891330171
Fals Punxó,s/n,830.0,401743.0,4604645.0,La Plantació,Magdalenes,Roca altiva situada a la dreta del Punxó i molt propera al marge dret del torrent dels Llorers. Per la seva forma pot confondre’s amb el Punxó que es trona més a l’oest. No fou referènciada per en Josep Barberà.,1.821167205378865,41.587459906284415
Flautats – 505,505,1.13,402527.0,4605648.0,Flautats,Sant Salvador,Agulla de la carena dels Flautats. Forma coll a l’oest amb el Fesolet i a l’est amb la cota 506.,1.8304082564640631,41.59658839981177
Flautats – 506,506,1.13,402541.0,4605658.0,Flautats,Sant Salvador,Agulla de la carena dels Flautats. Forma coll a l’oest amb la cota 505 i a l’est amb la cota 507,1.8305745849125092,41.596680162728155
Flautats – 507,507,1.135,402547.0,4605669.0,Flautats,Sant Salvador,Agulla de la carena dels Flautats. Forma coll a l’oest amb la cota 506 i a l’est amb la Cadireta del Diable,1.830644777136885,41.59677995459904
Ganivet dels Diables,360,982.0,401711.0,4606399.0,Sant Antoni,Sant Jeroni,Mole rocosa que es troba a la part Nord del serrat de les Onze al qual està unit per un coll,1.8204957921216751,41.60325142770143
