Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL
Roca 168,168,933,399118.0,4606731.0,"Aquesta allargassada roca , situada a continuació de la roca 135, queda damunt del mateix del camí transversal que va del pas de la Portella al Montgròs pel coll de Port. Aquest camí talla en aquest punt el serrat de la Grip que continua més cap al sud en",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca 169,169,944,399142.0,4606750.0,"Curiosament separada d'aquesta carena, hom troba aquesta solitària agulla situada molt a prop del camí del pas de la Portella al Montgròs pel coll de Port a la banda que dóna al torrent del Lloro.",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca 174 - Agulla d'en Charly,174,1.043,399040.0,4606982.0,"Des de l’Amaga surt, en direcció sud, una petit serrat que acaba al damunt del camí que va des del pas de la Portella al Montgròs. La roca 174 o agulla d’en Charly es veïna a l’Amagada per la vessant sud i oest en paral•lel a la roca 119",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca 180,180,953,399161.0,4606844.0,"Està a la mateixa carena de la roca de les Balmes, unida amb ellaper un collet.",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca 181 - La Piràmide,181,1.023,399004.0,4606991.0,Aquest agulla està abocada a la canal per on presenta una bona i llissa paret. Està separada per una canal de la cota 174  (Agulla d’en Charly) i queda per sota de la roca de la Caputxa.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca de la Grip,114,1.060,399231.0,4607083.0,"Just per sota, cara sud, de la roca 109 (Gis-Taus) i a una certa distància d'ella s'inicia un serrat que s'exten direcció sud fins el camí que uneix el pas de la Portella i el Montgròs. La primera roca al nord d'aquest serrat és la Roca de la Grip. La sev",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca de les Balmes,128,981,399162.0,4606882.0,"La roca de les Balmes, situada a la mateixa carena que comença a l'agulla de la Grip i la roca 118 (el Gallifol)  està per sota de la punta 167.",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca de Nadal,110,1.071,399259.0,4607186.0,És la veina de l’Escut per l'oest. Per la seva cara nord passa el camí de la travessa de Frares Encantats.,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca del Serrat del Centenar,101,1.102,399236.0,4607249.0,"Seguint pel camí de la travessa de Frares Encantats es troba a ma dreta, després de la Boleta Foradada, un petit serrat. La primera roca d’aquest serrat és la Roca del Serrat del Centenar. Aquest serrat rocós és el més alt d'aquesta secció i domina una bo",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Roca sota la Punta d'en Campanilles,s/n,1.027,399194.0,4607019.0,És una gran massa rocosa al sud de la Punta d'en Campanilles,Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Agulla del Cingle,s/n,978,399112.0,4607222.0,"La roca del Gendarme forma una cesta força accidentada que va a parar a la canal Ampla. Sota d'aquesta, en direcció sud hi ha l'agulla del Cingle. Aquesta agulla està totalment penjada vers els vessants nord.",Centenar,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-v-centenar/
Agulla de la Princesa,153-154,1.036,399458.0,4606817.0,Roca situada a l'oest de l'agulla Gran de Pas de P´rrincep formant coll amb el Pepino.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Agulla del Rei,158,1.048,399493.0,4606846.0,Roca adossada a la cara nord de l'agulla Gran de Pas de Príncep.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Agulla Facil,s/n,1.066,399439.0,4607073.0,Aquesta roca està sobre el Ditet. El nom li ve de la seva fàcil escalada.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Agulla Gran de Pas de Príncep,159,1.053,399496.0,4606821.0,És la roca que presideix el pas esmentat per transcorre el camí que uneix el pas de la Portella amb el Montgròs.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Barret,143,1.075,399439.0,4607099.0,Aquesta agulla està a continuació de la roca 182. El camí dels Frares Encantats passa per la seva vessant nord.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Bisbe,136,1.123,399366.0,4607291.0,Aquesta agulla forma part de la paret nord de Montserrat. És veïna del Lloro. Per la seva cara nord presenta una de les muralles més impressionants d'aquesta muntanya.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Dit,140,1.061,399380.0,4607087.0,Considerada durant molts anys com la roca més difícil de Montserrat pels seus 40 metres d’escalada en lliure. Es troba al costat de la canal del Lloro i el camí de la travessa dels Frares Encantats quan arriba a la seva proximitat fa un gir de 90º per dir,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Dit xic,141,1.051,399362.0,4607082.0,Al costat del Dit per la part de ponent i separada d'aquesta agulla per una bretxa on passa el camí que baixa del Lloro.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Ditet,179,1.040,399396.0,4607054.0,Aquesta agulla és veïna del Dit de la qual està lleugerament separada. Baixant pel cami del Lloro aquesta agulla queda a l'esquerra un cop passat el Dit.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Frare Gros,146,1.144,399501.0,4607190.0,És l'agulla més de la regió dels Frares Encantats. Presenta una important paret per la cara nord i per la seva part sud forma una estreta bretxa amb les roques 152 (Cristobalita Superior) i 151 (Cristobalita inferior) per on passa el camí de la travessa d,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
el Lloro,139,1.130,399402.0,4607242.0,És una de les roques més originals de la muntanya per la característica silueta que li ha donat el nom i que sobresurt de totes les veïnes pel seu desplom acusat. Té una situació privilegiada. Tot essent propera a la muralla de la paret nord de la muntany,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Nas,184,1.067,399559.0,4606993.0,Agulla unida a l'Enclusa dels Frares pel seu coll superior. Segueix la mateixa carena,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Novici,183,1.047,399593.0,4607128.0,És la última roca d'una cresta descendent que s'inicia en el Frare Gros. Es troba a la dreta del camí ascendent de la travessa de la regió dels Frares Encantats que s’inicia a coll de Port. Mirant la cara nord és una agulla que està l’est abocada damunt d,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Pepino,171,1.046,399465.0,4606847.0,Roca situada a l'oest de l'agulla del Rei i veïna pel nord amb  l'agulla de la Princesa.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Talp,170,1.064,399353.0,4607159.0,"No és res més que un contrafort de la Monja per la cara sud. Està al mateix nivell que la Patata i el Tub, però a l’altra banda del torrent del Lloro.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
El Tub de la Patata,172a,1.041,399380.0,4607143.0,Aquesta agulla està adossada per la vessant sud a la Patata al peu del camí que porta al Lloro.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Els Frares Encantats - El Frare Amadeu,150,1.088,399569.0,4607143.0,Aquesta agulla està en la carena dels Frares Encants. La cota 150 d'en Josep Barberà és el que avui es coneix com el Frare Amadeu.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Els Frares Encantats - El Frare Cirili,147-148-149,1.125,399552.0,4607141.0,"Formen una carena que es despenja vers coll de Port, seguint una roca darrera l'altra en sentit descenden. Les cotes 147,18 i 149 d'en Josep Barberà se les coneix avui com el Frare Cirili.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
La Cua del Bacallà o Agulla Salvat Papasseit,190,1.060,399539.0,4606915.0,"Està a la mateixa carena de l'Enclusa i el Nas, queda per sota d'aquest per la seva part sud.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
la Monja,138,1.143,399362.0,4607220.0,"Es troba enfront mateix de la  Miranda del Lloro i abocada als Brucs, paral·lela al Lloro a l'altra banda de la canal que origina el torrent del Lloro. Pel mig del Lloro y la Monja baixa aquesta canal que es forma en un replà que es troba en el coll que f",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
La Patata,172,1.050,399386.0,4607154.0,"Aquesta roca es troba tot seguit del punt on el camí de la travessa de la regió dels Frares Encantats gira 90º al costat del Dit. Seguint el camí, que ara ja transcorre per la canal o torrent del Lloro, en direcció a aquesta agulla a la dreta hi ha la Pat",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
L'Agulla dels Caporals,186,1.030,399593.0,4606989.0,A la part de sota de les roques de l'Enclusa i del Nas,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
l'Asiàtica,185,1.105,399433.0,4607238.0,Es veïna del Lloro per la part est i forma amb les roques 145 (Contrafort del Frare Gros) i 194 (el Bastó del Frare) un tram important de la muralla nord fins al Frare Gros.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
L'Enclusa dels Frares o el Bacallà,156,1.110,399540.0,4607082.0,"És una gran roca que forma coll amb el Frare Amadeu. Aquesta roca ha estat batejada amb diferents noms tals com el Bacallà i el cim de Correcavalls; aquest últim, adaptat en el plànol de Ramon de Semir. En Josep Barberà comenta que en plànols anteriors situen a la part est del coll de Port, possiblement on hi ha l'agulla Vista.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Miranda del Lloro o L'Escolanet,137,1.114,399400.0,4607297.0,Aquesta agulla es troba al costat est del Bisbe. De totes les agulles que formen la paret nord de Frares Encantats és la que es troba lleugerament més avançada que la resta.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 142 - El Polze,142,1.005,399357.0,4607041.0,Al peu del camí que porta al Lloro des del camí de la Portella al Montgròs i per sota la bretxa Dit - Dit Xic hi ha un replà on es troba la roca 142 que no és altra cosa que un contrafort del Dit Xic.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 144 - Aina,144,1.066,399412.0,4607100.0,És una de les últimes agulles de la petita carena iniciada en les Cristobalites. Està una mica per sota del camí de la travessa de la regió dels Frares Encantats i separada del Dit per una canal. Aquesta roca també se la coneix amb el nom d'Agulla Aïna.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 145 - Contrafort del Frare Gros,145,1.125,399476.0,4607187.0,És un contrafort del Frare Gros per la part oest.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 151 - La Cristobalitat inferior,151,1.111,399497.0,4607130.0,Seguint avall per la petita carena que comença en la roca 152 o Cristobalita superior es troba la roca 151 o Cristobalita inferior. El camí de la travessa dels Frares Encantats passa pel seu peu.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 152 - La Cristolbalita superior,152,1.112,399514.0,4607141.0,Aquesta agulla està separada del Frare Cirili per una escletxa de un coll. És la darrera agulla superior d’una carena que acaba més avall en el torrent del Lloro.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 173,173,1.101,399478.0,4607126.0,"Seguint pel camí de la travessa dels Frares Encantats, més avall de la Cristobalitat inferior, es troba la roca 173. Aquesta roca també forma part del petit serrat que acaba al torrent del Lloro.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 182,182,1.082,399460.0,4607103.0,Després la roca 182 i en direcció descendent es troba aquesta roca que és veïna del Barretet i de l'agulla Fàcil.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 188,188,1.062,399395.0,4607197.0,"Pujat per la canal del Lloro, poc abans d'arribar a aquesta agulla, hom veu a la dreta aquesta roca. Una mica més avall es troben les roques de la Patata i el Talp.",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 193,193,1.072,399327.0,4607212.0,Es troba a  la part de ponent de la Monja abocada al torrent que baixa de la Nina.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca 194 - Bastó del Frare,194,1.106,399461.0,4607194.0,És un contrafort de l'Asiàtica pel cantó sud-est.,Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Roca de Coll de Port,189,1.004,399612.0,4607105.0,"És un turó situat a l'extrem est de la regió dels Frares Encantats per sobre del coll de Port, important cruïlla de camins. És on es troba el camí que surt del camí va de Can Maçana a Santa Cecília amb el que ve de la Portella i del refugi d'Agulles, pass",Frares,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vi-frares/
Agulla Alfred Rodríguez Picó,s/n,846,399179.0,4606394.0,Agulla situada quasi enfront de l'agulla Antoni Rosic però a la llera esquerra del torrent del Lloro molt a prop del camí del torrent del Lloro.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Agulla Antoni Rosich,s/n,840,399122.0,4606385.0,Agulla en la part meridional del torrent del Lloro baixant pel camí del mateix nom a la dreta de la llera del torrent i abans de girar el camí cap a l'agulla del Xebret. Aquesta agulla està dedica a quin fou el fotògraf de les primeres escalades montserratines. La primera ascenció la feren Albert i Òscar Masó i Ramon Arabat el primer d'abril del 2000.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Agulla del Xebret,s/n,802,399174.0,4606309.0,Discreta agulla situada al capdamunt del que fou l'era del Xebret. Pel seu peu passa el camí del torrent del Lloro poc abans de la seva cruïlla amb el torrent de les Grites.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
el Bitllot,162,988,399435.0,4606681.0,A la mateixa carena que des de pas de Príncep va a la Miranda del Príncep,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
La  Desdentegada,s/n,780,398896.0,4605948.0,"És la darrera agulla de la carena que baixa des de la Miranda de les Agulles. La vessant sud d’aquesta agulla cau a plom damunt de la cinglera. La primera ascensió la feren A.Ubac, V.Soto i J.Barberà el 11 de febrer de 1973.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Miranda de l'Arcada,s/n,801,398935.0,4606067.0,"Situada a la part de llevant de la roca  191  i sota d'aquesta. Presenta una forma arrodonida.. Cal baixar-hi des de la 191 per dintre d'una exuberant vegetació la qual cos fa difícil localitzar-la. Com el seu nom indica, té una magnífica vista sobre l’im",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Miranda del Príncep,163,992,399405.0,4606614.0,Gran turó des d'on es contempla una magnífica panoràmica. La part SE presenta unes grans cingleres. És l'última roca de la carena descende de Pas de Príncep,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Punta de la Desdentagada,s/n,810,398875.0,4606009.0,A la part surd de la 191 hi ha una agulla amb la qual forma un collet. La primera ascensió la feren V.Soto i J. Barberà el 11 de febrer de 1973.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca 133,133,924,399116.0,4606684.0,"Formen una altra carena descendent paral·lela a l'esmentada de la Miranda del Príncep, però més cap al cantó d'Agulles i, com totaes les roques d'aquesta secció, a la part de baix del camí de coll de Port a la Portella. De fet, el coll per on passa dit ca",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca 134,134,925,399109.0,4606629.0,"Formen una altra carena descendent paral·lela a l'esmentada de la Miranda del Príncep, però més cap al cantó d'Agulles i, com totaes les roques d'aquesta secció, a la part de baix del camí de coll de Port a la Portella. De fet, el coll per on passa dit ca",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca 161,161,985,399450.0,4606702.0,A la part Sur de l'agulla Petita o inferior de Pas de Príncep,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca 191,191,826,398878.0,4606045.0,"Aquesta cota està al sud de la Miranda de les Agulles. S’hi arriba carenant des d’aquest en direcció sud orientant-se cap a l'esquerra, ja que per la dreta es va a la cova Tapiada. Després de passar per uns petites elevacions rocoses s'arriba a turó rocós que és la cota 191 situada quasi bé al final d’un petit serrat. En Josep Barberà ho descriu així ""sempre carenejant, farem cap a un monticle rocós (191), gairebé al final d'aquest serrat, que  mor en forma de cresta a les roques de la Desdentegada"". La cota 191 queda just al davant del cim de l’agulla de la Miranda de l’Arcada. Seguint la carena més avall s’arriba a la Desdentegada.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca del Xebret,s/n,805,399174.0,4606318.0,Roca situada al costat mateix de l'agulla del Xebret per la seva vessant est.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Roca Petita o inferior de Pas de Príncep,160,991,399440.0,4606725.0,Aquesta roca i l'agulla Gran de Pas de Príncep formen dit pas,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Punta de l'Orientació,s/n,894,398815.0,4606407.0,"Turó rocós situat entre la Miranda de les Agulles i la roca 191. Al seu peu, en la vesant est, hi ha el pou d'en Fed petita cavitat de varis metres en vertical.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Cap Gros,s/n,926,399692.0,4606934.0,"Turó rocós situat per sotadel camí del Montgròs entre les capçaleres de torrents que es formen al peu del coll de Port,  l'agulla Vista i el Cor de Bé.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Miranda d'Agulles,187,907,398767.0,4606504.0,Roca situada en una carena descendent que surt del cami de la Portella a coll de Port. És un ample planell rocós des d'on es domina una extensavisió de tota la regió d'Agulles. D'aquí li ve el nom de Miranda d'Agulles.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/
Agulla del Miracle,234,1.015,399851.0,4607084.0,"Roca situada tocant al coll del Miracle. Vista des de l'est sembla un gran bloc col·locat damunt d'un pedestal. La via normal, igual que la veïna Roca dels Aurons, transcorre per l'aresta nord. La primera ascensió fou feta per Vicenç Barbé, Jaume Vendrell i Raimon Estrems el 1941.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Agulla dels Aurons,230b,1121,400280.0,4606872.0,És a punta més destacable del marcat esperó que es despenja cap al nord des de la roca dels Aurons,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Agulla Vista,235,1.041,399741.0,4607076.0,"Seguint pel camí de coll de Port vers el coll del Miracle, la primera roca que es troba és l’agulla Vista. És una roca de forma allargassada. David Hita senyala que en alguns mapes antics rebia el nom de Correcavalls, tot i que aquest nom també s’havia fet servir per denominar el que avui es coneix com l’Enclusa o El Bacallà. Tocant el camí i als peus de la roca hi ha unes balmes nomenades de coll de Port, que es feren servir moltes vegades anys enrere pels escaladors per dormir-hi. La balma més gran es coneix per balma d’en Suri. La primera ascenció la feren Esquerda i Alòs del GEDE el 16 d'abril de 1945.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Agulleta no Vista,235a,1012,399760.0,4607078.0,Roca de petites dimensions situada sota l’agulla Vista en la vessant oest i a l’est pel Cord de Be. La primera ascensió la feu Joan Nubiola i companys.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Contrafort de la Vista,s/n,933,399769.0,4607175.0,Contrafort de la cara nord de l'agulla Vista. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Contrafort del Bé,s/n,924,399829.0,4607170.0,Contrafort de la cara nord de l'agulla del Cor de Bé. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Contrafort del Miracle,s/n,931,399867.0,4607132.0,Contrafort de la cara nord de l'agulla del Miracle. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
El Cor de Be,267,1.025,399781.0,4607093.0,Roca de grans proporcions situada al costat de l'agulla Vista i per la part de llevant amb agulla del Miracle,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
El Guardià de l'Esfinx,227a,1157,400261.0,4606684.0,Discreta roca propera a l'Esfinx dels Ecos a la qual està unida a la part inferior de la seva paret est. Es put pujar-hi caminant per la vessant oest.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Espatlla de la Vista,s/n,1.014,399705.0,4607139.0,Roca extensa i plana situada entre l'agulla Vista i el coll de Port,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
La Dent dels Aurons,230a,1047,400277.0,4606893.0,Roca amagada al vessant oest de l'esperó nord de la roca dels Aurons. La primera ascensió fou feta per David Hita el 14 d'abril de 2012.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
La Vella,233,1.072,399986.0,4606593.0,"Agulla solitària amb una silueta fàcilment reconeixible des de lluny. Pot confondre's amb el Cilindre que es troba molt a prop. Seguint el camí des del collet del Miracle vers el Coll de les Comes i un cop passada la balma de les Pruneres es troba una carena secundaria que baixa de la roca dels Aurons en direcció sud. Al meitat d'aquesta carena es troba aquesta roca que emergeix de forma destacada. Té una silueta és fàcil de reconèixer des de molts llocs. Fou escalada per primera vegada per J.Vendrell, R. Estrems i J.Barberà el 20 de juliol de 1941.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
L'Enganxada,225,1.180,400248.0,4606756.0,Es una roca completament adossada a la Miranda dels Aurons per la cara sud.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
l'Esfinx dels Ecos,227,1.169,400251.0,4606597.0,"Important i característica roca per la seva original forma que li ve donada per la seva allargassada cara sud i una vertical cara est. A la mateixa regió dels Ecos, hi ha un altre roca que porta el mateix nom i es diferencia perquè se l'anomena Esfinx del Montgròs. S'hi puja fàcilment amb una cuerta grimpada per la vessant nord-oest.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Mirador de Cirers,234b,978,399822.0,4606760.0,"Gran roca situada entre el torrent de les Grutes i la canal dels Cirers. És un bon mirador de bona part dels Frares Encantats (oest), coll de Port i del Miracle (Nord), roca dels Aurons (Est) i la serra de les Saleres (Sud). Com senyala David Hita el cim d'aquesta roca és prou espaiós i acollidor per descansar i meditar.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Mirador del Vent,234c,1004,399996.0,4606946.0,"Turó de dues puntes i un merlet situat entre el coll del Miracle i la roca d'en Guillot. De totes aquestes pedres, la més alta és la del Mirador del Vent.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Miranda dels Aurons,224,1.188,400253.0,4606771.0,Roca separada per una estreta bretxa de la roca dels Aurons. Com indica el seu nom des del seu cim es té una important vista de la roca dels Aurons. Té un característica figura allargassada,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Pedestal de la Vella,233a,1042,399985.0,4606552.0,Roca adosada a la Vella per qui fa de contrafort per la vessant sud. Es pot pujar-hi per un collet que hi ha en la vessant est amb una curta grimpada.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Punta de les Cabres,230a,1127,400211.0,4606848.0,Important punta rocosa amb dues profundes canals laterals i situada més abocada al nord que la resta de roques de la paret. El nom li ve perquè és freqüent trobar-hi cabres en el seu cim. Primera ascensió el 26 d'octubre de 1996 per Kim Prats i Cesc Caralt.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca 211 - Roca dels Enamorats,211,1.160,400305.0,4606800.0,"Petit turó que es troba a la part dreta de la roca dels Aurons i adossada a las parets nord, integrat en un conjunt de riques que van en direcció a la roca del Salt de la Nina.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca 226 - Roca de la Cantonada,226,1.167,400234.0,4606715.0,Roca de petites dimensions que representa el punt final del serrat dels Aurons per la seva vesant sud. Numèricament és la tercera roca de la carena que ve de la roca dels Aurons va a l'Esfinx dels Ecos.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca 228 - Roca de la Lluna,228,1.127,400286.0,4606595.0,Roca de petites dimensions es troba unida a la paret est de l'Esfinx de la qual està separada per un petit collet herbós. Fou escalada per primera vegada per Josep Barberà el 30 de març de 1970.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca 229 - Roca del Sol,229,1.107,400274.0,4606510.0,Roca situada a la vessat sud de l'Esfinx dels Ecos i separada d'aquesta per una canal. Presenta un paret est força alçada. No és més que un contrafort de l'Esfinx. Put pujar-se per la vessant nord amb una cuerta grimpada.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca de la Taula d'en Bernat,292,1.099,400213.0,4606514.0,"Aquesta roca de curiós perfil degut a que és una gran pedra rectangular col·locada a la part superior d’una marcada aresta que li fa de pedestal. Es troba al sud de la roca de l'Esfinx dels Ecos en direcció sud. La primera ascensió la fèren S. Ubach, V.Soto, J.Recasens, J.Bou i J.Barberà el 8 de març de 1970.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca del Bassal dels Ferros,229a,1.056,400295.0,4606444.0,"Roca situada sobre el Bassal dels Ferros (identificat també com a Bassal dels Avellaners) que e troba en la cruïlla del camí del Montgròs amb el torrent de la Coma dels Naps de Baix, es troba aquesta roca que està separada per un coll amb la cota 229. La primera ascensió fou realitzada per Josep barberà el 5 de juliol de 1970.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca del Coll del Miracle,234a,983,399901.0,4607005.0,Petita roca situada en el coll del Miracle que li dóna l'aspecte d'un indret encaixonat. Pot pujar-se fàcilment al seu cim per la cara sud.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
Roca dels Aurons,230,1.180,400258.0,4606828.0,"Important agulla de notables parets per totes bandes, encara que destaca un esperó de considerable longitud en la vessant nord. A diferència de les arestes de les roques montserratines que es troben a la cara del Bruc, aquesta roca es una de les poques que la seva aresta més ajaguda està a la cara nord. La primera ascensió la feren Caselles, Rubiralta, martínez i Bordas, escaladors manresans del CECB el 30 d'octubre de 1948.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/
