Name,Code,Altitude,Easting,Northing,Description,Subregion,Region,SourceURL,Longitude,Latitude
Roca del Xebret,s/n,805,399174.0,4606318.0,Roca situada al costat mateix de l'agulla del Xebret per la seva vessant est.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/,1.7900709335002978,41.60220564517342
Roca Petita o inferior de Pas de Príncep,160,991,399440.0,4606725.0,Aquesta roca i l'agulla Gran de Pas de Príncep formen dit pas,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/,1.7931939961604622,41.60590434413976
Punta de l'Orientació,s/n,894,398815.0,4606407.0,"Turó rocós situat entre la Miranda de les Agulles i la roca 191. Al seu peu, en la vesant est, hi ha el pou d'en Fed petita cavitat de varis metres en vertical.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/,1.7857487745544063,41.602961698308185
Cap Gros,s/n,926,399692.0,4606934.0,"Turó rocós situat per sotadel camí del Montgròs entre les capçaleres de torrents que es formen al peu del coll de Port,  l'agulla Vista i el Cor de Bé.",Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/,1.796182578498229,41.60781815384225
Miranda d'Agulles,187,907,398767.0,4606504.0,Roca situada en una carena descendent que surt del cami de la Portella a coll de Port. És un ample planell rocós des d'on es domina una extensavisió de tota la regió d'Agulles. D'aquí li ve el nom de Miranda d'Agulles.,Miranda del Príncep,Frares Encantats,https://totmontserrat.cat/muntanya/agulles/seccio-vii-miranda-del-princep/,1.7851564979150816,41.60382912413785
Agulla del Miracle,234,1.015,399851.0,4607084.0,"Roca situada tocant al coll del Miracle. Vista des de l'est sembla un gran bloc col·locat damunt d'un pedestal. La via normal, igual que la veïna Roca dels Aurons, transcorre per l'aresta nord. La primera ascensió fou feta per Vicenç Barbé, Jaume Vendrell i Raimon Estrems el 1941.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7980652918358475,41.60918891214297
Agulla dels Aurons,230b,1121,400280.0,4606872.0,És a punta més destacable del marcat esperó que es despenja cap al nord des de la roca dels Aurons,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8032481244332392,41.607333494125506
Agulla Vista,235,1.041,399741.0,4607076.0,"Seguint pel camí de coll de Port vers el coll del Miracle, la primera roca que es troba és l’agulla Vista. És una roca de forma allargassada. David Hita senyala que en alguns mapes antics rebia el nom de Correcavalls, tot i que aquest nom també s’havia fet servir per denominar el que avui es coneix com l’Enclusa o El Bacallà. Tocant el camí i als peus de la roca hi ha unes balmes nomenades de coll de Port, que es feren servir moltes vegades anys enrere pels escaladors per dormir-hi. La balma més gran es coneix per balma d’en Suri. La primera ascenció la feren Esquerda i Alòs del GEDE el 16 d'abril de 1945.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7967467494467522,41.60910306120502
Agulleta no Vista,235a,1012,399760.0,4607078.0,Roca de petites dimensions situada sota l’agulla Vista en la vessant oest i a l’est pel Cord de Be. La primera ascensió la feu Joan Nubiola i companys.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7969743939663232,41.60912345798936
Contrafort de la Vista,s/n,933,399769.0,4607175.0,Contrafort de la cara nord de l'agulla Vista. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7970661548953357,41.60999810153714
Contrafort del Bé,s/n,924,399829.0,4607170.0,Contrafort de la cara nord de l'agulla del Cor de Bé. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7977869353074925,41.60996060701801
Contrafort del Miracle,s/n,931,399867.0,4607132.0,Contrafort de la cara nord de l'agulla del Miracle. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.798249251585245,41.609623173657
El Cor de Be,267,1.025,399781.0,4607093.0,Roca de grans proporcions situada al costat de l'agulla Vista i per la part de llevant amb agulla del Miracle,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.797223861711358,41.6092611742499
El Guardià de l'Esfinx,227a,1157,400261.0,4606684.0,Discreta roca propera a l'Esfinx dels Ecos a la qual està unida a la part inferior de la seva paret est. Es put pujar-hi caminant per la vessant oest.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8030514463530836,41.60563812079889
Espatlla de la Vista,s/n,1.014,399705.0,4607139.0,Roca extensa i plana situada entre l'agulla Vista i el coll de Port,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7963042417224986,41.60966587205227
La Dent dels Aurons,230a,1047,400277.0,4606893.0,Roca amagada al vessant oest de l'esperó nord de la roca dels Aurons. La primera ascensió fou feta per David Hita el 14 d'abril de 2012.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8032086332578274,41.6075222310087
La Vella,233,1.072,399986.0,4606593.0,"Agulla solitària amb una silueta fàcilment reconeixible des de lluny. Pot confondre's amb el Cilindre que es troba molt a prop. Seguint el camí des del collet del Miracle vers el Coll de les Comes i un cop passada la balma de les Pruneres es troba una carena secundaria que baixa de la roca dels Aurons en direcció sud. Al meitat d'aquesta carena es troba aquesta roca que emergeix de forma destacada. Té una silueta és fàcil de reconèixer des de molts llocs. Fou escalada per primera vegada per J.Vendrell, R. Estrems i J.Barberà el 20 de juliol de 1941.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7997671089518161,41.604784233313666
L'Enganxada,225,1.180,400248.0,4606756.0,Es una roca completament adossada a la Miranda dels Aurons per la cara sud.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.802883481903447,41.60628487941016
l'Esfinx dels Ecos,227,1.169,400251.0,4606597.0,"Important i característica roca per la seva original forma que li ve donada per la seva allargassada cara sud i una vertical cara est. A la mateixa regió dels Ecos, hi ha un altre roca que porta el mateix nom i es diferencia perquè se l'anomena Esfinx del Montgròs. S'hi puja fàcilment amb una cuerta grimpada per la vessant nord-oest.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.802945946449267,41.60485340864216
Mirador de Cirers,234b,978,399822.0,4606760.0,"Gran roca situada entre el torrent de les Grutes i la canal dels Cirers. És un bon mirador de bona part dels Frares Encantats (oest), coll de Port i del Miracle (Nord), roca dels Aurons (Est) i la serra de les Saleres (Sud). Com senyala David Hita el cim d'aquesta roca és prou espaiós i acollidor per descansar i meditar.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7977714983885538,41.60626755664889
Mirador del Vent,234c,1004,399996.0,4606946.0,"Turó de dues puntes i un merlet situat entre el coll del Miracle i la roca d'en Guillot. De totes aquestes pedres, la més alta és la del Mirador del Vent.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7998281722855127,41.60796435937383
Miranda dels Aurons,224,1.188,400253.0,4606771.0,Roca separada per una estreta bretxa de la roca dels Aurons. Com indica el seu nom des del seu cim es té una important vista de la roca dels Aurons. Té un característica figura allargassada,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8029409767874014,41.606420583921945
Pedestal de la Vella,233a,1042,399985.0,4606552.0,Roca adosada a la Vella per qui fa de contrafort per la vessant sud. Es pot pujar-hi per un collet que hi ha en la vessant est amb una curta grimpada.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7997619541218024,41.604414890349936
Punta de les Cabres,230a,1127,400211.0,4606848.0,Important punta rocosa amb dues profundes canals laterals i situada més abocada al nord que la resta de roques de la paret. El nom li ve perquè és freqüent trobar-hi cabres en el seu cim. Primera ascensió el 26 d'octubre de 1996 per Kim Prats i Cesc Caralt.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.802424218280903,41.60710874423594
Roca 211 - Roca dels Enamorats,211,1.160,400305.0,4606800.0,"Petit turó que es troba a la part dreta de la roca dels Aurons i adossada a las parets nord, integrat en un conjunt de riques que van en direcció a la roca del Salt de la Nina.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8035600700371182,41.60668823378652
Roca 226 - Roca de la Cantonada,226,1.167,400234.0,4606715.0,Roca de petites dimensions que representa el punt final del serrat dels Aurons per la seva vesant sud. Numèricament és la tercera roca de la carena que ve de la roca dels Aurons va a l'Esfinx dels Ecos.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8027223309735916,41.605913911941585
Roca 228 - Roca de la Lluna,228,1.127,400286.0,4606595.0,Roca de petites dimensions es troba unida a la paret est de l'Esfinx de la qual està separada per un petit collet herbós. Fou escalada per primera vegada per Josep Barberà el 30 de març de 1970.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8033662143063338,41.604839770270445
Roca 229 - Roca del Sol,229,1.107,400274.0,4606510.0,Roca situada a la vessat sud de l'Esfinx dels Ecos i separada d'aquesta per una canal. Presenta un paret est força alçada. No és més que un contrafort de l'Esfinx. Put pujar-se per la vessant nord amb una cuerta grimpada.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8032363828168452,41.604072819085125
Roca de la Taula d'en Bernat,292,1.099,400213.0,4606514.0,"Aquesta roca de curiós perfil degut a que és una gran pedra rectangular col·locada a la part superior d’una marcada aresta que li fa de pedestal. Es troba al sud de la roca de l'Esfinx dels Ecos en direcció sud. La primera ascensió la fèren S. Ubach, V.Soto, J.Recasens, J.Bou i J.Barberà el 8 de març de 1970.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.802503838901885,41.60410121841953
Roca del Bassal dels Ferros,229a,1.056,400295.0,4606444.0,"Roca situada sobre el Bassal dels Ferros (identificat també com a Bassal dels Avellaners) que e troba en la cruïlla del camí del Montgròs amb el torrent de la Coma dels Naps de Baix, es troba aquesta roca que està separada per un coll amb la cota 229. La primera ascensió fou realitzada per Josep barberà el 5 de juliol de 1970.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8034993222451712,41.60348109063345
Roca del Coll del Miracle,234a,983,399901.0,4607005.0,Petita roca situada en el coll del Miracle que li dóna l'aspecte d'un indret encaixonat. Pot pujar-se fàcilment al seu cim per la cara sud.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.7986784378972491,41.60848376513377
Roca dels Aurons,230,1.180,400258.0,4606828.0,"Important agulla de notables parets per totes bandes, encara que destaca un esperó de considerable longitud en la vessant nord. A diferència de les arestes de les roques montserratines que es troben a la cara del Bruc, aquesta roca es una de les poques que la seva aresta més ajaguda està a la cara nord. La primera ascensió la feren Caselles, Rubiralta, martínez i Bordas, escaladors manresans del CECB el 30 d'octubre de 1948.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8029914800848126,41.60693451170842
Roca d'en Guillot,231,1.090,400094.0,4606922.0,"Pujant des del collet del Miracle tot seguint la cresta dorsal de Montserrat en direcció a la roca dels Aurons es troba aquesta solitària roca, completament abocada a la muralla nord. Aquesta roca és fàcilment distingible perquè la seva figura destaca per damunt de les altres roques properes de menor importància. Té un atractiu esperó d'un centenar de metres. Primera ascensió per Josep Maria Torras i Joan Nubiola el 23 de març de 1953.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8010080478920805,41.6077605030936
Roca Ignorada,231d,1107,400164.0,4606845.0,Roca adosa a la veïna Punta de les Cabres i que passa desapercebuda per la voluminositat d'aquesta roca.,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8018607860253328,41.6070758517347
Roca Miraculosa,s/n,980,399852.0,4607094.0,Gran roca situada al peu de l'agulla del Miracle. Agulla identificada per Manel Punsolà,Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.798075619055544,41.609279090572365
Roques veïnes de la Roca d'en Guillot - Punta Central,231b,1083,400126.0,4606884.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8013983400336608,41.607422305570736
Roques veïnes de la Roca d'en Guillot - Punta Est,231c,1088,400132.0,4606853.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8014754989945077,41.607143891580726
Roques veïnes de la Roca d'en Guillot - Punta Oest,231a,1084,400112.0,4606907.0,"Al costat mateix de la roca d’en Guillot, molt a prop del camí, hi ha tres puntes rocoses de fàcil ascensió.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.801226524867055,41.60762767600771
Roques Veïnes de la Vella - Punta Central,232a,1094,400079.0,4606651.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.800873262182843,41.60531818664158
Roques Veïnes de la Vella - Punta Est o Roca 232,232,1.120,400198.0,4606713.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8022907239802868,41.60589140158494
Roques Veïnes de la Vella - Punta Oest,232b,1061,400018.0,4606634.0,"Pujant carena amunt des de la roca de la Vella, es troten tres turons. Les dues cotes més baixes són les més destacables i identificables. La cota més alta és la menys reeixida del conjunt i és la cota 232 o punta est.",Comes,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-viii-comes/,1.8001442075409242,41.605157459204634
Agulla Alta de la Coma dels Naps de Baix,243,1.046,400181.0,4606307.0,Altiva roca situada al sud de l'agulla del Cilindre o Cabrit en direcció al torrent de la Coma dels Naps de Dalt. Un ample coll separa aquesta roca del Cilindre. Per la seva base passa el camí del Torrent de la Coma dels Naps de Baix. Fou escalada per primera vegada per J.M. Torras i Joan Nubiola el 21 de setembre de 1952.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8021543829487106,41.60223311700875
Agulla de l'Estrep,293a,963,400057.0,4606233.0,"Roca propera a una canal que s'inicia al sud del coll que hi ha entre la roca dels Esperantistes i la roca dels Nuvis. És veïna de la roca dels Republicans.  La primera ascensió la feren Vicenç Soto, J. Mata i Josep Barberà el 19 d'abril de 1970. Aquests escaladors superaren els primers metres de la roca gràcies a un clau i a un estrep, estri que dóna el nom a l'agulla.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8006790151767456,41.60155121144976
Agulla del Pas del Nap,285,873,399444.0,4606196.0,Agulla  pràcticament enganxada a la vessant sud de l'agulla de la roca de la Vorera. La primera ascensió fou efectuada per Vicenç Soto i Josep Barberà el 5 d’abril de 1970.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.793330757113642,41.60114104971882
Agulla dels Naps de Dalt,271,897,399463.0,4606208.0,"Es l’agulla més gran de la secció dels Naps. Es troba propera al torrent de la Coma Cirers per la vessant sud de la roca de la Vorera. La primera ascensió la feren J.M.Torras, J.Nubiola i J. Balcells el 3 d’octubre de 1954.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7935566949488155,41.60125150585116
Agulla Fina dels Naps de Baix,s/n,835,399539.0,4605898.0,"Aquesta agulla ha estat un dels monòlits del massís de Montserrat més temudes pels escaladors  per raó de la seva verticalitat i  per la llisor de les preses. Es troba a la fi d’una cinglera on hi la Foca en la seva part més alta. al peu d'aquesta agulla passa el camí del Cabrit.  Fou escalada per primera vegada el 12 d’octubre de 1952 per Jordi Panyella, J. Ayats, J. Sala, A. Agramont i D. Feiner.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7945204603415985,41.598469428931864
Agulla Severí Ventós,293b,921,400078.0,4606154.0,Solitària roca situada a la part més alta del torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8009441344544566,41.60084241961859
Agulles del Torrent de les Grutes - Agulla del Tobi,269e,873,399490.0,4606420.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7938450700972124,41.60316402736448
Agulles del Torrent de les Grutes -Agulla Índia,269b,897,399553.0,4606552.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7945788047359406,41.6043606546863
Agulles del Torrent de les Grutes -Roca del Llençol,269f,900,399517.0,4606408.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7941710225773633,41.60305936240627
Agulles del Torrent de les Grutes -Roca Manuela,269c,888,399539.0,4606526.0,"Grup de roques situades a la part alta del torrent de les Grutes. Totes presenten unes parets verticals abocades damunt del mateix torrent, mentre que pel cantó oposat  tenen molt poc desnviell.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7944151914545792,41.60412475554014
Bonys dels Naps 1 - Agulla Altiva,280,869,399381.0,4606263.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.79256367161396,41.601736467597334
Bonys dels Naps 2,281,854,399388.0,4606280.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.792644800260051,41.601890439639966
Bonys dels Naps 3,282,851,399399.0,4606280.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7927767732971742,41.60189182569268
Bonys dels Naps 4,283,869,399440.0,4606310.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7932636389703542,41.60216714931502
Bonys dels Naps 5,284,866,399452.0,4606305.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.793408449094422,41.60212363413672
Bonys dels Naps 6,283a,861,399457.0,4606320.0,Al sud del serrat de les Saleres hi ha un conjunt de roques situades just al damunt de la cova de l'Arcada. Aquest roca forma part d'aquestes roques identificades com Bons dels Naps.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7934659205202639,41.602259343170196
El Cilindre,239,1.096,400155.0,4606404.0,"Aquesta roca és molt propera al coll de les Comes, en direcció sud oest i està separada per un coll de la Miranda del Cilindre. També és coneguda com el Cabrit. El nom de Cilindre és força antic, ja que així consta en la crònica de la primera ascensió a l’agulla feta l’1 de maig de 1936 per Caselles, Canal, Espunyes, Puigarnau i Serrat membres del Centre Excursionista de la Comarca del Bages. A la seva base hi ha una important balma que és un abric natural. El Cilindre té una visió molt característica des del coll de les Comes. En Josep Fatjó en el seu llibre d’història de l’Escalada a Montserrat (2005) explica que en Josep Barberà, tot escalant el Cilindre, 42 ascensió feta el 29 d’octubre de 1967 feta amb els seus amics Vicenç Soto i Albert Zanini, tingué la idea d’escalar totes i cadascuna de les agulles del massís de Montserrat. La concreció d’aquesta idea dóna origen a l’anomenada Operació Montserrat que anys més es plasmà en el llibre Montserrat pam a pam. En una nota escrita en un manuscrit de Josep Barberà al parlar del Cilindre esmenta a Albert Zanini Jordana dient que “fou el millor company muntanyenc que vaig tenir, desgraciadament el vaig perdre en un accident automobilístic”",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.801826282856892,41.60310338203766
El Rovelló,269d,909,399525.0,4606401.0,Roca de dimensions modestes però amb unes formes força original amb una base molt estreta que dóna la impressió de que es troba en equilibri. Aquesta roca forma part del serrat de les Saleres i es veïna d'algunes de les roques del torrent de les Grutes.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7942681783987167,41.60299733215207
El Soldat,296e,952,399758.0,4606137.0,"Destacat contrafort situat per damunt de la Minyona. Té una cara sud-est d'uns 40 metres. Adossada a la roca hi ha una agulleta allargasada que recorda a un fusell, per això el nom del soldat.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7971078166069236,41.60064921954431
El Taxi,268,972,399745.0,4606539.0,"Roca solitària de petites proporcions situada a la part superior de la serra de les Saleres molt a prop del camí de les Comes. La primera ascensió la feren F. Estorach, Maria Estorach i V. Garcia el 18 de juliol de 1947.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7968845999294856,41.604267719362305
La Desapercebuda,240a,1073,400110.0,4606378.0,Roca que costa de distingir per trobar-se pràcticament enganxada a la cara oest de la Miranda del Cilindre.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.801290715191836,41.60286361498467
La Foca,291,951,399576.0,4606022.0,"Roca amb una fisonomia especial. Presenta una altiva i allargada cara est abocada al canal del Conill, mentre que la vessant oest té poc alçada en relació a les roques veïnes. Durant un temps es confongué amb el nom de la Falsa Foca. La primera ascensió la feren J. Tintoré, J. Bultu, Suvi, J. Aguilar i J.Marcet del C.E. de Terrassa el 3 de març de 1957.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.794943571003739,41.59959074044204
La Minyona,296d,942,399754.0,4606108.0,"Notable esperò adosat al vessant est del serrat de la Falsa Foca a poca distància del cim principal. Té una cara sud-est de 60 metres, mentre que la cara oposada si pot pujar pràcticament caminant.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7970646778048116,41.60038756346083
La Síndria,271b,883,399502.0,4606295.0,"Gran roca encaixonada entre la roca inferior de l'Alzina i la roca de la Vorera, propera al torrent de la Coma Cirers. En David Hit suggereix que possiblement fou ascendida per primera vegada per Jaume Cerdà i Xavier Illa l'1 de maig de 1961 batejant-la, en aquell moment, com l'agulla del Diedre.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.794010005878991,41.60203987625607
Miranda de la Coma dels Naps de Baix,294b,961,399959.0,4606217.0,Turó de fàcil accés tot caminant per la seva cara nord. Des del seu cim es domina el torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7995059293062792,41.60139485352349
Miranda del Cabrit o del Cilindre,240,1.084,400124.0,4606372.0,Gran massa rocosa propera al Cilindre del qual està separada en per un coll. Té una important cara est.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8014596839099257,41.60281133452028
Punta de Francesc Macià,293c,977,400082.0,4606236.0,Properes al peu de la voluminosa roca dels Esperantistes es troben tres notables roques que són també properes a l’agulla de l’Estrep. Una de les roques d’aquesta trilogia és la punta de Francesc Macià.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8009784530591246,41.60158135632431
Punta de Pau Clarís,293d,968,400099.0,4606219.0,Properes al peu de la voluminosa roca dels Esperantistes es troben tres notables roques que són també properes a l’agulla de l’Estrep. Una de les roques d’aquesta trilogia és la punta de Pau Claris.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8011852448275436,41.60143039312169
Roca de la Vorera,s/n,898,399505.0,4606268.0,"Aquesta roca es troba seguint el torrent de la Coma dels Naps de Dalt avall i passada la roca de l'Alzina, sense  baixar al torret sobre el qual queda penjada. Posiblement, diu David Hita, fou ascendida per primer cop per Jaume Cerdà, A. Ruiz i Joan Boladeres el 15 d'octubre de 1962 sent batejada en aquells moments cop a agulla del Damunt.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7940505261910298,41.60179711090013
Roca de l'Alzina,s/n,865,399596.0,4606370.0,Roca situada a l’inici del torrent de la Coma Cirers per la seva riba esquerra. La primera ascensió la feu en Josep Barberà el 28 de març de 1970.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7951252134527864,41.60272709978843
Roca de les Esgarrinxades,269a,920,399581.0,4606545.0,Roca propera a la roca Rodona envoltada de profussa i punxosa vegetació. Està propera al torrent de les Grutes.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7949159222415025,41.60430113998399
Roca del Cargol,294a,942,399953.0,4606166.0,"Roca veïna a la roca del Llimac, ambudes situades a continuació de la Miranda de la Coma dels Naps de Baix. Per la vessant sud té un característic sostre vermellós.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.799442458011449,41.600934830730544
Roca del Llimac,294,936,399932.0,4606153.0,Roca veïna a la roca del Cargol ambudes situades a continuació de la Miranda de la Coma dels Naps de Baix. És una roca característica amb una figura molt marcda i estilitzada. És fàcil d'identificar des del torrent de la Coma dels Naps de Baix.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7991926831623266,41.60081513008039
Roca del mig de l'Alzina,271e,867,399534.0,4606330.0,Roca que estroba entre la roca de l'Alzina i la roca inferior de l'Alzina.,Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7943880610893426,41.60235908878312
Roca del Salt,271f,893,399557.0,4606362.0,"Roca que queda una mica amagada per la vegetació del seu entorn. Està al davant de la roca de l'Alzina, just a l'altra costat del torrent de la Coma Cirers. Pirmera ascensió per Jaume Cerdà i Xavier Illa l'1 de maig de 1961.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.7946586435102554,41.602650152031316
Roca dels Esperantistes,242,1.055,400039.0,4606363.0,"Roca de grans proporcions situada en serrat del Cabrit i és l'última roca del conjunt que integren les roques del Cilindre, la Miranda del Cilindre i la roca dels Nuvis, quedant aquesta l'ultima situada a ponent de les anteriors. La primera ascensió la feren V. Soto i J. barberà el1 9 d'abril de 1976.",Naps,Ecos,https://totmontserrat.cat/muntanya/agulles/seccio-ix-naps/,1.8004413760028153,41.602719649173274
